lat,lon
48.577684,7.751409
45.284663,-122.99957
37.016441,-4.565953
50.500538,30.428233
54.71722,-7.057043
36.177568,-95.912046
43.512532,4.125466
-33.564181,-70.629374
-1.23357,36.75674
48.948172,2.354275
