lat,lon
106.715888,-6.236011
-86.708333,36.089702
-94.005204,30.1233
27.165805,38.388848
-79.913756,-2.174293
101.639757,3.285327
-0.390159,51.564736
-66.045838,18.406139
-1.854941,52.421927
-56.461242,-30.399813
